,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class
3583,computerize,computerized,kəmpjutəraɪz,kəmpjutəraɪzd,-d,Reg,No,-d
3584,penetrate,penetrated,pɛnətreɪt,pɛnətreɪtɪd,-ɪd,Reg,No,-ɪd
3585,wring,wrung,rɪŋ,rʌŋ,ɪ-ʌ,Irreg,No,vowel change
3586,swindle,swindled,swɪndəl,swɪndəld,-d,Reg,No,-d
3587,smash,smashed,smæʃ,smæʃt,-t,Reg,No,-t
3588,dishearten,disheartened,dɪshɑrtən,dɪshɑrtənd,-d,Reg,No,-d
3589,initial,initialled,ɪnɪʃəl,ɪnɪʃəld,-d,Reg,No,-d
3590,intoxicate,intoxicated,ɪntɑksəkeɪt,ɪntɑksəkeɪtɪd,-ɪd,Reg,No,-ɪd
3591,course,coursed,kɔrs,kɔrst,-t,Reg,No,-t
3592,bisect,bisected,baɪsɛkt,baɪsɛktɪd,-ɪd,Reg,No,-ɪd
3593,shy,shied,ʃaɪ,ʃaɪd,-d,Reg,No,-d
3594,misplace,misplaced,mɪspleɪs,mɪspleɪst,-t,Reg,No,-t
3595,ordain,ordained,ɔrdeɪn,ɔrdeɪnd,-d,Reg,No,-d
3596,defame,defamed,dɪfeɪm,dɪfeɪmd,-d,Reg,No,-d
3597,summon,summoned,sʌmən,sʌmənd,-d,Reg,No,-d
3598,default,defaulted,dɪfɔlt,dɪfɔltɪd,-ɪd,Reg,No,-ɪd
3599,stuff,stuffed,stʌf,stʌft,-t,Reg,No,-t
3600,contain,contained,kənteɪn,kənteɪnd,-d,Reg,No,-d
3601,grab,grabbed,græb,græbd,-d,Reg,Yes,-d
3602,underscore,underscored,əndərskɔr,əndərskɔrd,-d,Reg,No,-d
3603,exude,exuded,ɪgzud,ɪgzudɪd,-ɪd,Reg,No,-ɪd
3604,view,viewed,vju,vjud,-d,Reg,No,-d
3605,conform,conformed,kənfɔrm,kənfɔrmd,-d,Reg,No,-d
3606,ebb,ebbed,ɛb,ɛbɪd,-ɪd,Reg,No,-ɪd
3607,expel,expelled,ɪkspɛl,ɪkspɛld,-d,Reg,No,-d
3608,smooth,smoothed,smuð,smuðd,-d,Reg,No,-d
3609,frame,framed,freɪm,freɪmd,-d,Reg,No,-d
3610,pitch,pitched,pɪʧ,pɪʧt,-t,Reg,No,-t
3611,orphan,orphaned,ɔrfən,ɔrfənd,-d,Reg,No,-d
3612,reiterate,reiterated,riɪtəreɪt,riɪtəreɪtɪd,-ɪd,Reg,No,-ɪd
3613,freeze,froze,friz,froʊz,i-oʊ,Irreg,Yes,vowel change
3614,dislodge,dislodged,dɪslɑʤ,dɪslɑʤd,-d,Reg,No,-d
3615,reinforce,reinforced,riɪnfɔrs,riɪnfɔrst,-t,Reg,No,-t
3616,powder,powdered,paʊdər,paʊdərd,-d,Reg,No,-d
3617,solder,soldered,sɑdər,sɑdərd,-d,Reg,No,-d
3618,scrunch,scrunched,skrʌnʧ,skrʌnʧt,-t,Reg,No,-t
3619,hallow,hallowed,hæloʊ,hæloʊd,-d,Reg,No,-d
3620,unearth,unearthed,ənərθ,ənərθt,-t,Reg,No,-t
3621,wire,wired,waɪər,waɪərd,-d,Reg,No,-d
3622,closet,closeted,klɑzət,klɑzətɪd,-ɪd,Reg,No,-ɪd
3623,pattern,patterned,pætərn,pætərnd,-d,Reg,No,-d
3624,thumb,thumbed,θʌm,θʌmd,-d,Reg,No,-d
3625,tend,tended,tɛnd,tɛndɪd,-ɪd,Reg,No,-ɪd
3626,state,stated,steɪt,steɪtɪd,-ɪd,Reg,No,-ɪd
3627,unravel,unravelled,ənrævəl,ənrævəld,-d,Reg,No,-d
3628,lug,lugged,lʌg,lʌgd,-d,Reg,No,-d
3629,juggle,juggled,ʤʌgəl,ʤʌgəld,-d,Reg,No,-d
3630,badger,badgered,bæʤər,bæʤərd,-d,Reg,No,-d
3631,sabotage,sabotaged,sæbətɑʒ,sæbətɑʒd,-d,Reg,No,-d
3632,intone,intoned,ɪntoʊn,ɪntoʊnd,-d,Reg,No,-d
3633,avow,avowed,əvaʊ,əvaʊd,-d,Reg,No,-d
3634,jot,jotted,ʤɑt,ʤɑtɪd,-ɪd,Reg,No,-ɪd
3635,splurge,splurged,splərʤ,splərʤd,-d,Reg,No,-d
3636,demur,demurred,dɪmər,dɪmərd,-d,Reg,No,-d
3637,sorrow,sorrowed,sɑroʊ,sɑroʊd,-d,Reg,No,-d
3638,grumble,grumbled,grʌmbəl,grʌmbəld,-d,Reg,Yes,-d
3639,deliver,delivered,dɪlɪvər,dɪlɪvərd,-d,Reg,No,-d
3640,interfere,interfered,ɪntərfɪr,ɪntərfɪrd,-d,Reg,No,-d
3641,foreshadow,foreshadowed,fɔrʃædoʊ,fɔrʃædoʊd,-d,Reg,No,-d
3642,rope,roped,roʊp,roʊpt,-t,Reg,No,-t
3643,complicate,complicated,kɑmpləkeɪt,kɑmpləkeɪtɪd,-ɪd,Reg,No,-ɪd
3644,joggle,joggled,ʤɑgəl,ʤɑgəld,-d,Reg,No,-d
3645,jog,jogged,ʤɑg,ʤɑgd,-d,Reg,Yes,-d
3646,group,grouped,grup,grupt,-t,Reg,No,-t
3647,weary,wearied,wɪri,wɪrid,-d,Reg,No,-d
3648,suppurate,suppurated,səpjureɪt,səpjureɪtɪd,-ɪd,Reg,No,-ɪd
3649,monitor,monitored,mɑnətər,mɑnətərd,-d,Reg,No,-d
3650,exclaim,exclaimed,ɪkskleɪm,ɪkskleɪmd,-d,Reg,Yes,-d
3651,drum,drummed,drʌm,drʌmd,-d,Reg,No,-d
3652,sniff,sniffed,snɪf,snɪft,-t,Reg,No,-t
3653,career,careered,kərɪr,kərɪrd,-d,Reg,No,-d
3654,joke,joked,ʤoʊk,ʤoʊkt,-t,Reg,No,-t
3655,equal,equalled,ikwəl,ikwəld,-d,Reg,No,-d
3656,drug,drugged,drʌg,drʌgd,-d,Reg,No,-d
3657,popularize,popularized,pɑpjələraɪz,pɑpjələraɪzd,-d,Reg,No,-d
3658,ruminate,ruminated,rumɪneɪt,rumɪneɪtɪd,-ɪd,Reg,No,-ɪd
3659,assure,assured,əʃʊr,əʃʊrd,-d,Reg,No,-d
3660,admit,admitted,ədmɪt,ədmɪtɪd,-ɪd,Reg,No,-ɪd
3661,spatter,spattered,spætər,spætərd,-d,Reg,No,-d
3662,flay,flayed,fleɪ,fleɪd,-d,Reg,No,-d
3663,re-form,re-formed,rifɔrm,rifɔrmd,-d,Reg,No,-d
3664,tousle,tousled,taʊzəl,taʊzəld,-d,Reg,No,-d
3665,puff,puffed,pʌf,pʌft,-t,Reg,No,-t
3666,swallow,swallowed,swɔloʊ,swɔloʊd,-d,Reg,Yes,-d
3667,propagandize,propagandized,prɑpəgændaɪz,prɑpəgændaɪzd,-d,Reg,No,-d
3668,hamstring,hamstrung,hæmstrɪŋ,hæmstrʌŋ,ɪ-ʌ,Irreg,No,vowel change
3669,reconstitute,reconstituted,rikɑnstətut,rikɑnstətutɪd,-ɪd,Reg,No,-ɪd
3670,vent,vented,vɛnt,vɛntɪd,-ɪd,Reg,No,-ɪd
3671,christen,christened,krɪsən,krɪsənd,-d,Reg,No,-d
3672,conclude,concluded,kənklud,kənkludɪd,-ɪd,Reg,No,-ɪd
3673,wall,walled,wɔl,wɔld,-d,Reg,No,-d
3674,brook,brooked,brʊk,brʊkt,-t,Reg,No,-t
3675,immunize,immunized,ɪmjunaɪz,ɪmjunaɪzd,-d,Reg,No,-d
3676,revamp,revamped,rivæmp,rivæmpt,-t,Reg,No,-t
3677,walk,walked,wɔk,wɔkt,-t,Reg,Yes,-t
3678,commend,commended,kəmɛnd,kəmɛndɪd,-ɪd,Reg,No,-ɪd
3679,subscribe,subscribed,səbskraɪb,səbskraɪbd,-d,Reg,No,-d
3680,indict,indicted,ɪndaɪt,ɪndaɪtɪd,-ɪd,Reg,No,-ɪd
3681,laugh,laughed,læf,læft,-t,Reg,Yes,-t
3682,forbear,forbore,fɔrbɛr,fɔrbɔr,ɛ-ɔ,Irreg,No,vowel change
3683,respect,respected,rɪspɛkt,rɪspɛktɪd,-ɪd,Reg,No,-ɪd
3684,beach,beached,biʧ,biʧt,-t,Reg,No,-t
3685,quit,quit,kwɪt,kwɪt,None,Irreg,No,level
3686,inhale,inhaled,ɪnheɪl,ɪnheɪld,-d,Reg,No,-d
3687,tread,trod,trɛd,trɑd,ɛ-ɑ,Irreg,No,vowel change
3688,electrify,electrified,ɪlɛktrəfaɪ,ɪlɛktrəfaɪd,-d,Reg,No,-d
3689,disintegrate,disintegrated,dɪsɪntəgreɪt,dɪsɪntəgreɪtɪd,-ɪd,Reg,No,-ɪd
3690,muddy,muddied,mʌdi,mʌdid,-d,Reg,No,-d
3691,quaver,quavered,kweɪvər,kweɪvərd,-d,Reg,No,-d
3692,yap,yapped,jæp,jæpt,-t,Reg,No,-t
3693,quiz,quizzed,kwɪz,kwɪzd,-d,Reg,No,-d
3694,migrate,migrated,maɪgreɪt,maɪgreɪtɪd,-ɪd,Reg,No,-ɪd
3695,gaze,gazed,geɪz,geɪzd,-d,Reg,No,-d
3696,treat,treated,trit,tritɪd,-ɪd,Reg,No,-ɪd
3697,entitle,entitled,ɪntaɪtəl,ɪntaɪtəlɪd,-ɪd,Reg,No,-ɪd
3698,recognize,recognized,rɛkəgnaɪz,rɛkəgnaɪzd,-d,Reg,Yes,-d
3699,curtain,curtained,kərtən,kərtənd,-d,Reg,No,-d
3700,feather,feathered,fɛðər,fɛðərd,-d,Reg,No,-d
3701,waste,wasted,weɪst,weɪstɪd,-ɪd,Reg,Yes,-ɪd
3702,define,defined,dɪfaɪn,dɪfaɪnd,-d,Reg,No,-d
3703,crisscross,crisscrossed,krɪskrɔs,krɪskrɔst,-t,Reg,No,-t
3704,oxygenate,oxygenated,ɑksəʤəneɪt,ɑksəʤəneɪtɪd,-ɪd,Reg,No,-ɪd
3705,assert,asserted,əsərt,əsərtɪd,-ɪd,Reg,No,-ɪd
3706,snivel,snivelled,snɪvəl,snɪvəld,-d,Reg,No,-d
3707,tense,tensed,tɛns,tɛnst,-t,Reg,No,-t
3708,waggle,waggled,wægəl,wægəld,-d,Reg,No,-d
3709,titter,tittered,tɪtər,tɪtərd,-d,Reg,No,-d
3710,overturn,overturned,oʊvərtərn,oʊvərtərnd,-d,Reg,No,-d
3711,volunteer,volunteered,vɑləntɪr,vɑləntɪrd,-d,Reg,No,-d
3712,veer,veered,vɪr,vɪrd,-d,Reg,No,-d
3713,sanctify,sanctified,sæŋktəfaɪ,sæŋktəfaɪd,-d,Reg,No,-d
3714,intimidate,intimidated,ɪntɪmɪdeɪt,ɪntɪmɪdeɪtɪd,-ɪd,Reg,No,-ɪd
3715,enshrine,enshrined,ɛnʃraɪn,ɛnʃraɪnd,-d,Reg,No,-d
3716,align,aligned,əlaɪn,əlaɪnd,-d,Reg,No,-d
3717,ripen,ripened,raɪpən,raɪpənd,-d,Reg,No,-d
3718,value,valued,vælju,væljud,-d,Reg,No,-d
3719,harden,hardened,hɑrdən,hɑrdənd,-d,Reg,No,-d
3720,trundle,trundled,trʌndəl,trʌndəld,-d,Reg,No,-d
3721,disorganize,disorganized,dɪsɔrgənaɪz,dɪsɔrgənaɪzd,-d,Reg,No,-d
3722,scatter,scattered,skætər,skætərd,-d,Reg,No,-d
3723,ensconce,ensconced,ɪnskɑns,ɪnskɑnst,-t,Reg,No,-t
3724,maul,mauled,mɔl,mɔld,-d,Reg,No,-d
3725,rename,renamed,rineɪm,rineɪmd,-d,Reg,No,-d
3726,permeate,permeated,pərmieɪt,pərmieɪtɪd,-ɪd,Reg,No,-ɪd
3727,layer,layered,leɪər,leɪərd,-d,Reg,No,-d
3728,bicker,bickered,bɪkər,bɪkərd,-d,Reg,No,-d
3729,apprehend,apprehended,æprɪhɛnd,æprɪhɛndɪd,-ɪd,Reg,No,-ɪd
3730,dissent,dissented,dɪsɛnt,dɪsɛntɪd,-ɪd,Reg,No,-ɪd
3731,disapprove,disapproved,dɪsəpruv,dɪsəpruvd,-d,Reg,No,-d
3732,surface,surfaced,sərfəs,sərfəst,-t,Reg,No,-t
3733,hearten,heartened,hɑrtən,hɑrtənd,-d,Reg,No,-d
3734,partner,partnered,pɑrtnər,pɑrtnərd,-d,Reg,No,-d
3735,thud,thudded,θʌd,θʌdɪd,-ɪd,Reg,No,-ɪd
3736,halt,halted,hɔlt,hɔltɪd,-ɪd,Reg,No,-ɪd
3737,portray,portrayed,pɔrtreɪ,pɔrtreɪd,-d,Reg,No,-d
3738,whirl,whirled,wərl,wərld,-d,Reg,Yes,-d
3739,hound,hounded,haʊnd,haʊndɪd,-ɪd,Reg,No,-ɪd
3740,dilate,dilated,daɪleɪt,daɪleɪtɪd,-ɪd,Reg,No,-ɪd
3741,balloon,ballooned,bəlun,bəlund,-d,Reg,No,-d
3742,cross,crossed,krɔs,krɔst,-t,Reg,Yes,-t
3743,unite,united,junaɪt,junaɪtɪd,-ɪd,Reg,No,-ɪd
3744,slobber,slobbered,slɑbər,slɑbərd,-d,Reg,No,-d
3745,flour,floured,flaʊər,flaʊərd,-d,Reg,No,-d
3746,inch,inched,ɪnʧ,ɪnʧt,-t,Reg,No,-t
3747,cream,creamed,krim,krimd,-d,Reg,No,-d
3748,infer,inferred,ɪnfər,ɪnfərd,-d,Reg,No,-d
3749,disorient,disoriented,dɪsɔriɛnt,dɪsɔriɛntɪd,-ɪd,Reg,No,-ɪd
3750,whirr,whirred,wər,wərd,-d,Reg,No,-d
3751,tighten,tightened,taɪtən,taɪtənd,-d,Reg,No,-d
3752,fur,furred,fər,fərd,-d,Reg,No,-d
3753,balk,balked,bɔk,bɔkt,-t,Reg,No,-t
3754,absorb,absorbed,əbzɔrb,əbzɔrbd,-d,Reg,No,-d
3755,proscribe,proscribed,proʊskraɪb,proʊskraɪbd,-d,Reg,No,-d
3756,drink,drank,drɪŋk,dræŋk,ɪ-æ,Irreg,No,vowel change
3757,disagree,disagreed,dɪsəgri,dɪsəgrid,-d,Reg,No,-d
3758,effect,effected,ifɛkt,ifɛktɪd,-ɪd,Reg,No,-ɪd
3759,disconnect,disconnected,dɪskənɛkt,dɪskənɛktɪd,-ɪd,Reg,No,-ɪd
3760,muddle,muddled,mʌdəl,mʌdəld,-d,Reg,No,-d
3761,spew,spewed,spju,spjud,-d,Reg,No,-d
3762,dust,dusted,dʌst,dʌstɪd,-ɪd,Reg,Yes,-ɪd
3763,pedal,pedalled,pɛdəl,pɛdəld,-d,Reg,No,-d
3764,opine,opined,oʊpaɪn,oʊpaɪnd,-d,Reg,No,-d
3765,lobby,lobbied,lɑbi,lɑbid,-d,Reg,No,-d
3766,expand,expanded,ɪkspænd,ɪkspændɪd,-ɪd,Reg,No,-ɪd
3767,insure,insured,ɪnʃʊr,ɪnʃʊrd,-d,Reg,No,-d
3768,retard,retarded,rɪtɑrd,rɪtɑrdɪd,-ɪd,Reg,No,-ɪd
3769,dislocate,dislocated,dɪsloʊkeɪt,dɪsloʊkeɪtɪd,-ɪd,Reg,No,-ɪd
3770,weld,welded,wɛld,wɛldɪd,-ɪd,Reg,No,-ɪd
3771,fascinate,fascinated,fæsəneɪt,fæsəneɪtɪd,-ɪd,Reg,No,-ɪd
3772,intercede,interceded,ɪntərsid,ɪntərsidɪd,-ɪd,Reg,No,-ɪd
3773,lunch,lunched,lʌnʧ,lʌnʧt,-t,Reg,No,-t
3774,glower,glowered,glaʊər,glaʊərd,-d,Reg,No,-d
3775,colour,coloured,kʌlər,kʌlərd,-d,Reg,No,-d
3776,well,welled,wɛl,wɛld,-d,Reg,No,-d
3777,overwork,overworked,oʊvərwərk,oʊvərwərkt,-t,Reg,No,-t
3778,enrage,enraged,ɛnreɪʤ,ɛnreɪʤd,-d,Reg,No,-d
3779,drone,droned,droʊn,droʊnd,-d,Reg,No,-d
3780,command,commanded,kəmænd,kəmændɪd,-ɪd,Reg,No,-ɪd
3781,twirl,twirled,twərl,twərld,-d,Reg,No,-d
3782,position,positioned,pəzɪʃən,pəzɪʃənd,-d,Reg,No,-d
3783,publicize,publicized,pəblɪsaɪz,pəblɪsaɪzd,-d,Reg,No,-d
3784,eradicate,eradicated,ɪrædəkeɪt,ɪrædəkeɪtɪd,-ɪd,Reg,No,-ɪd
3785,launder,laundered,lɔndər,lɔndərd,-d,Reg,No,-d
3786,propound,propounded,prəpaʊnd,prəpaʊndɪd,-ɪd,Reg,No,-ɪd
3787,restore,restored,rɪstɔr,rɪstɔrd,-d,Reg,No,-d
3788,restructure,restructured,ristrəkʧər,ristrəkʧərd,-d,Reg,No,-d
3789,rocket,rocketed,rɑkət,rɑkətɪd,-ɪd,Reg,No,-ɪd
3790,ratify,ratified,rætəfaɪ,rætəfaɪd,-d,Reg,No,-d
3791,glut,glutted,glʌt,glʌtɪd,-ɪd,Reg,No,-ɪd
3792,obtain,obtained,əbteɪn,əbteɪnd,-d,Reg,No,-d
3793,replenish,replenished,riplɛnɪʃ,riplɛnɪʃt,-t,Reg,No,-t
3794,retool,retooled,ritul,rituld,-d,Reg,No,-d
3795,floodlight,floodlighted,flʌdlaɪt,flʌdlaɪtɪd,-ɪd,Reg,No,-ɪd
3796,enmesh,enmeshed,ɛnmɛʃ,ɛnmɛʃt,-t,Reg,No,-t
3797,surpass,surpassed,sərpæs,sərpæst,-t,Reg,No,-t
3798,localize,localized,loʊkəlaɪz,loʊkəlaɪzd,-d,Reg,No,-d
3799,abolish,abolished,əbɑlɪʃ,əbɑlɪʃt,-t,Reg,No,-t
3800,rescue,rescued,rɛskju,rɛskjud,-d,Reg,Yes,-d
3801,distress,distressed,dɪstrɛs,dɪstrɛst,-t,Reg,No,-t
3802,distend,distended,dɪstɛnd,dɪstɛndɪd,-ɪd,Reg,No,-ɪd
3803,smite,smote,smaɪt,smoʊt,aɪ-oʊ,Irreg,No,vowel change
3804,allay,allayed,əleɪ,əleɪd,-d,Reg,No,-d
3805,wed,wedded,wɛd,wɛdɪd,-ɪd,Reg,No,-ɪd
3806,snicker,snickered,snɪkər,snɪkərd,-d,Reg,No,-d
3807,cage,caged,keɪʤ,keɪʤd,-d,Reg,No,-d
3808,supply,supplied,səplaɪ,səplaɪd,-d,Reg,No,-d
3809,sky,skied,skaɪ,skaɪd,-d,Reg,No,-d
3810,refuel,refuelled,rifjuəl,rifjuəld,-d,Reg,No,-d
3811,pall,palled,pɔl,pɔld,-d,Reg,No,-d
3812,arrest,arrested,ərɛst,ərɛstɪd,-ɪd,Reg,No,-ɪd
3813,add,added,æd,ædɪd,-ɪd,Reg,Yes,-ɪd
3814,mire,mired,maɪər,maɪərd,-d,Reg,No,-d
3815,combine,combined,kəmbaɪn,kəmbaɪnd,-d,Reg,No,-d
3816,crack,cracked,kræk,krækt,-t,Reg,Yes,-t
3817,practise,practised,præktɪs,præktɪst,-t,Reg,No,-t
3818,ski,ski'd,ski,skid,-d,Reg,No,-d
3819,ravel,ravelled,rævəl,rævəld,-d,Reg,No,-d
3820,match,matched,mæʧ,mæʧt,-t,Reg,Yes,-t
3821,overcrowd,overcrowded,oʊvərkraʊd,oʊvərkraʊdɪd,-ɪd,Reg,No,-ɪd
3822,bedevil,bedevilled,bɪdɛvəl,bɪdɛvəld,-d,Reg,No,-d
3823,vanquish,vanquished,væŋkwɪʃ,væŋkwɪʃt,-t,Reg,No,-t
3824,magnify,magnified,mægnəfaɪ,mægnəfaɪd,-d,Reg,No,-d
3825,masquerade,masqueraded,mæskəreɪd,mæskəreɪdɪd,-ɪd,Reg,No,-ɪd
3826,taunt,taunted,tɔnt,tɔntɪd,-ɪd,Reg,No,-ɪd
3827,term,termed,tərm,tərmd,-d,Reg,No,-d
3828,smother,smothered,sməðər,sməðərd,-d,Reg,No,-d
3829,overbalance,overbalanced,oʊvərbæləns,oʊvərbælənst,-t,Reg,No,-t
3830,haul,hauled,hɔl,hɔld,-d,Reg,No,-d
3831,know,knew,noʊ,nu,oʊ-u,Irreg,Yes,vowel change
3832,presume,presumed,prɪzum,prɪzumd,-d,Reg,No,-d
3833,supervise,supervised,supərvaɪz,supərvaɪzd,-d,Reg,No,-d
3834,press,pressed,prɛs,prɛst,-t,Reg,Yes,-t
3835,tick,ticked,tɪk,tɪkt,-t,Reg,No,-t
3836,sublimate,sublimated,sʌblɪmeɪt,sʌblɪmeɪtɪd,-ɪd,Reg,No,-ɪd
3837,insert,inserted,ɪnsərt,ɪnsərtɪd,-ɪd,Reg,No,-ɪd
3838,like,liked,laɪk,laɪkt,-t,Reg,Yes,-t
3839,bulge,bulged,bʌlʤ,bʌlʤd,-d,Reg,No,-d
3840,clown,clowned,klaʊn,klaʊnd,-d,Reg,No,-d
3841,stagger,staggered,stægər,stægərd,-d,Reg,No,-d
3842,heed,heeded,hid,hidɪd,-ɪd,Reg,No,-ɪd
3843,imprison,imprisoned,ɪmprɪzən,ɪmprɪzənd,-d,Reg,No,-d
3844,become,became,bɪkʌm,bɪkeɪm,ʌ-eɪ,Irreg,No,vowel change
3845,rescind,rescinded,rɪsɪnd,rɪsɪndɪd,-ɪd,Reg,No,-ɪd
3846,sprain,sprained,spreɪn,spreɪnd,-d,Reg,No,-d
3847,heel,heeled,hil,hild,-d,Reg,No,-d
3848,glare,glared,glɛr,glɛrd,-d,Reg,No,-d
3849,school,schooled,skul,skuld,-d,Reg,No,-d
3850,dispatch,dispatched,dɪspæʧ,dɪspæʧt,-t,Reg,No,-t
3851,tumble,tumbled,tʌmbəl,tʌmbəld,-d,Reg,Yes,-d
3852,twitter,twittered,twɪtər,twɪtərd,-d,Reg,No,-d
3853,scuffle,scuffled,skʌfəl,skʌfəld,-d,Reg,No,-d
3854,hail,hailed,heɪl,heɪld,-d,Reg,No,-d
3855,hush,hushed,hʌʃ,hʌʃt,-t,Reg,No,-t
3856,corroborate,corroborated,kərɑbəreɪt,kərɑbəreɪtɪd,-ɪd,Reg,No,-ɪd
3857,export,exported,ɛkspɔrt,ɛkspɔrtɪd,-ɪd,Reg,No,-ɪd
3858,convey,conveyed,kənveɪ,kənveɪd,-d,Reg,No,-d
3859,flush,flushed,flʌʃ,flʌʃt,-t,Reg,Yes,-t
3860,rusticate,rusticated,rʌstɪkeɪt,rʌstɪkeɪtɪd,-ɪd,Reg,No,-ɪd
3861,home,homed,hoʊm,hoʊmd,-d,Reg,No,-d
3862,modulate,modulated,mɔʤuleɪt,mɔʤuleɪtɪd,-ɪd,Reg,No,-ɪd
3863,transport,transported,trænspɔrt,trænspɔrtɪd,-ɪd,Reg,No,-ɪd
3864,shrug,shrugged,ʃrʌg,ʃrʌgd,-d,Reg,No,-d
3865,leaf,leafed,lif,lift,-t,Reg,No,-t
3866,pinpoint,pinpointed,pɪnpɔɪnt,pɪnpɔɪntɪd,-ɪd,Reg,No,-ɪd
3867,colonize,colonized,kɑlənaɪz,kɑlənaɪzd,-d,Reg,No,-d
3868,leak,leaked,lik,likt,-t,Reg,No,-t
3869,avoid,avoided,əvɔɪd,əvɔɪdɪd,-ɪd,Reg,No,-ɪd
3870,annex,annexed,ænɛks,ænɛkst,-t,Reg,No,-t
3871,lean,leaned,lin,lind,-d,Reg,No,-d
3872,muff,muffed,mʌf,mʌft,-t,Reg,No,-t
3873,overlap,overlapped,oʊvərlæp,oʊvərlæpt,-t,Reg,No,-t
3874,leap,leapt,lip,lɛpt,i-ɛt,Irreg,Yes,vowel change + t
3875,cradle,cradled,kreɪdəl,kreɪdəld,-d,Reg,No,-d
3876,percolate,percolated,pərkəleɪt,pərkəleɪtɪd,-ɪd,Reg,No,-ɪd
3877,snuggle,snuggled,snʌgəl,snʌgəld,-d,Reg,Yes,-d
3878,castrate,castrated,kæstreɪt,kæstreɪtɪd,-ɪd,Reg,No,-ɪd
3879,regain,regained,rigeɪn,rigeɪnd,-d,Reg,No,-d
3880,pepper,peppered,pɛpər,pɛpərd,-d,Reg,No,-d
3881,hose,hosed,hoʊz,hoʊzd,-d,Reg,No,-d
3882,obey,obeyed,oʊbeɪ,oʊbeɪd,-d,Reg,No,-d
3883,schedule,scheduled,skɛʤʊl,skɛʤʊld,-d,Reg,No,-d
3884,slur,slurred,slər,slərd,-d,Reg,No,-d
3885,pressure,pressured,prɛʃər,prɛʃərd,-d,Reg,No,-d
3886,host,hosted,hoʊst,hoʊstɪd,-ɪd,Reg,No,-ɪd
3887,expire,expired,ɪkspaɪr,ɪkspaɪrd,-d,Reg,No,-d
3888,lubricate,lubricated,lubrəkeɪt,lubrəkeɪtɪd,-ɪd,Reg,No,-ɪd
3889,belay,belayed,bəleɪ,bəleɪd,-d,Reg,No,-d
3890,stay,stayed,steɪ,steɪd,-d,Reg,Yes,-d
3891,paste,pasted,peɪst,peɪstɪd,-ɪd,Reg,No,-ɪd
3892,slug,slugged,slʌg,slʌgd,-d,Reg,No,-d
3893,narrate,narrated,nɛreɪt,nɛreɪtɪd,-ɪd,Reg,No,-ɪd
3894,stage,staged,steɪʤ,steɪʤd,-d,Reg,No,-d
3895,throng,thronged,θrɔŋ,θrɔŋd,-d,Reg,No,-d
3896,flunk,flunked,flʌŋk,flʌŋkt,-t,Reg,No,-t
3897,recur,recurred,rikər,rikərd,-d,Reg,No,-d
3898,shipwreck,shipwrecked,ʃɪprɛk,ʃɪprɛkt,-t,Reg,No,-t
3899,linger,lingered,lɪŋgər,lɪŋgərd,-d,Reg,No,-d
3900,pommel,pommelled,pɑməl,pɑməld,-d,Reg,No,-d
3901,foil,foiled,fɔɪl,fɔɪld,-d,Reg,No,-d
3902,flake,flaked,fleɪk,fleɪkt,-t,Reg,No,-t
3903,surge,surged,sərʤ,sərʤd,-d,Reg,No,-d
3904,discomfit,discomfited,dɪskəmfɪt,dɪskəmfɪtɪd,-ɪd,Reg,No,-ɪd
3905,decimate,decimated,dɛsəmeɪt,dɛsəmeɪtɪd,-ɪd,Reg,No,-ɪd
3906,swear,swore,swɛr,swɔr,ɛ-ɔ,Irreg,No,vowel change
3907,sweat,sweated,swɛt,swɛtɪd,-ɪd,Reg,No,-ɪd
3908,epitomize,epitomized,ɪpɪtəmaɪz,ɪpɪtəmaɪzd,-d,Reg,No,-d
3909,discard,discarded,dɪskɑrd,dɪskɑrdɪd,-ɪd,Reg,No,-ɪd
3910,encamp,encamped,ɪnkæmp,ɪnkæmpt,-t,Reg,No,-t
3911,dub,dubbed,dʌb,dʌbb,-d,Reg,No,-d
3912,revise,revised,rɪvaɪz,rɪvaɪzd,-d,Reg,No,-d
3913,peak,peaked,pik,pikt,-t,Reg,No,-t
3914,own,owned,oʊn,oʊnd,-d,Reg,No,-d
3915,rectify,rectified,rɛktəfaɪ,rɛktəfaɪd,-d,Reg,No,-d
3916,owe,owed,oʊ,oʊd,-d,Reg,No,-d
3917,chasten,chastened,ʧeɪsən,ʧeɪsənd,-d,Reg,No,-d
3918,assess,assessed,əsɛs,əsɛst,-t,Reg,No,-t
3919,pacify,pacified,pæsəfaɪ,pæsəfaɪd,-d,Reg,No,-d
3920,guard,guarded,gɑrd,gɑrdɪd,-ɪd,Reg,Yes,-ɪd
3921,weather,weathered,wɛðər,wɛðərd,-d,Reg,No,-d
3922,promise,promised,prɑməs,prɑməst,-t,Reg,No,-t
3923,brush,brushed,brʌʃ,brʌʃt,-t,Reg,Yes,-t
3924,negate,negated,nigeɪt,nigeɪtɪd,-ɪd,Reg,No,-ɪd
3925,thwart,thwarted,θwɔrt,θwɔrtɪd,-ɪd,Reg,No,-ɪd
3926,sentimentalize,sentimentalized,sɛntəmɛntəlaɪz,sɛntəmɛntəlaɪzd,-d,Reg,No,-d
3927,gurgle,gurgled,gərgəl,gərgəld,-d,Reg,No,-d
3928,rejoice,rejoiced,rɪʤɔɪs,rɪʤɔɪst,-t,Reg,No,-t
