,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class,freq
3458,bloat,bloated,bloʊt,bloʊtɪd,-ɪd,Reg,No,-ɪd,1.0
3459,girdle,girdled,gərdəl,gərdəld,-d,Reg,No,-d,1.0
3460,bother,bothered,bɑðər,bɑðərd,-d,Reg,No,-d,71.0
3461,KO,KO'd,koʊ,koʊd,-d,Reg,No,-d,1.0
3462,beg,begged,bɛg,bɛgd,-d,Reg,No,-d,37.0
3463,bed,bedded,bɛd,bɛdɪd,-ɪd,Reg,No,-ɪd,10.0
3464,disband,disbanded,dɪsbænd,dɪsbændɪd,-ɪd,Reg,No,-ɪd,5.0
3465,bind,bound,baɪnd,baʊnd,ɪ-ʊ,Irreg,No,vowel change,32.0
3466,embody,embodied,ɪmbɑdi,ɪmbɑdid,-d,Reg,No,-d,16.0
3467,elongate,elongated,ɪlɔŋgeɪt,ɪlɔŋgeɪtɪd,-ɪd,Reg,No,-ɪd,10.0
3468,amble,ambled,æmbəl,æmbəld,-d,Reg,No,-d,4.0
3469,bet,betted,bɛt,bɛtɪd,-ɪd,Reg,No,-ɪd,1.0
3470,exhibit,exhibited,ɪgzɪbɪt,ɪgzɪbɪtɪd,-ɪd,Reg,No,-ɪd,20.0
3471,clip,clipped,klɪp,klɪpt,-t,Reg,No,-t,11.0
3472,neutralize,neutralized,nutrəlaɪz,nutrəlaɪzd,-d,Reg,No,-d,6.0
3473,splatter,splattered,splætər,splætərd,-d,Reg,No,-d,4.0
3474,tidy,tidied,taɪdi,taɪdid,-d,Reg,Yes,-d,11.0
3475,corrupt,corrupted,kərəpt,kərəptɪd,-ɪd,Reg,No,-ɪd,11.0
3476,nourish,nourished,nərɪʃ,nərɪʃt,-t,Reg,No,-t,7.0
3477,persecute,persecuted,pərsəkjut,pərsəkjutɪd,-ɪd,Reg,No,-ɪd,7.0
3478,outstrip,outstripped,aʊtstrɪp,aʊtstrɪpt,-t,Reg,No,-t,4.0
3479,dictate,dictated,dɪkteɪt,dɪkteɪtɪd,-ɪd,Reg,No,-ɪd,24.0
3480,need,needed,nid,nidɪd,-ɪd,Reg,Yes,-ɪd,551.0
3481,waken,wakened,weɪkən,weɪkənd,-d,Reg,No,-d,5.0
3482,border,bordered,bɔrdər,bɔrdərd,-d,Reg,No,-d,9.0
3483,proselytize,proselytized,prɑsələtaɪz,prɑsələtaɪzd,-d,Reg,No,-d,1.0
3484,revalue,revalued,rivælju,rivæljud,-d,Reg,No,-d,2.0
3485,screw,screwed,skru,skrud,-d,Reg,No,-d,27.0
3486,depict,depicted,dɪpɪkt,dɪpɪktɪd,-ɪd,Reg,No,-ɪd,22.0
3487,angle,angled,æŋgəl,æŋgəld,-d,Reg,No,-d,5.0
3488,soak,soaked,soʊk,soʊkt,-t,Reg,Yes,-t,24.0
3489,cascade,cascaded,kæskeɪd,kæskeɪdɪd,-ɪd,Reg,No,-ɪd,2.0
3490,arrogate,arrogated,æroʊgeɪt,æroʊgeɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3491,apprise,apprised,əpraɪz,əpraɪzd,-d,Reg,No,-d,2.0
3492,mix,mixed,mɪks,mɪkst,-t,Reg,Yes,-t,87.0
3493,lope,loped,loʊp,loʊpt,-t,Reg,No,-t,2.0
3494,singe,singed,sɪnʤ,sɪnʤd,-d,Reg,No,-d,2.0
3495,deprave,depraved,dipreɪv,dipreɪvd,-d,Reg,No,-d,7.0
3496,divert,diverted,dɪvərt,dɪvərtɪd,-ɪd,Reg,No,-ɪd,18.0
3497,soap,soaped,soʊp,soʊpt,-t,Reg,No,-t,1.0
3498,soar,soared,sɔr,sɔrd,-d,Reg,No,-d,11.0
3499,laze,lazed,leɪz,leɪzd,-d,Reg,No,-d,1.0
3500,rove,roved,roʊv,roʊvd,-d,Reg,No,-d,1.0
3501,deploy,deployed,dɪplɔɪ,dɪplɔɪd,-d,Reg,No,-d,27.0
3502,disgorge,disgorged,dɪsgɔrʤ,dɪsgɔrʤd,-d,Reg,No,-d,1.0
3503,procure,procured,proʊkjʊr,proʊkjʊrd,-d,Reg,No,-d,3.0
3504,xerox,xeroxed,zɪrɑks,zɪrɑkst,-t,Reg,No,-t,1.0
3505,rearrange,rearranged,riəreɪnʤ,riəreɪnʤd,-d,Reg,No,-d,7.0
3506,filch,filched,fɪlʧ,fɪlʧt,-t,Reg,No,-t,2.0
3507,cipher,ciphered,saɪfər,saɪfərd,-d,Reg,No,-d,2.0
3508,propagate,propagated,prɑpəgeɪt,prɑpəgeɪtɪd,-ɪd,Reg,No,-ɪd,3.0
3509,clamber,clambered,klæmbər,klæmbərd,-d,Reg,Yes,-d,12.0
3510,counterbalance,counterbalanced,kaʊntərbæləns,kaʊntərbælənst,-t,Reg,No,-t,1.0
3511,delve,delved,dɛlv,dɛlvd,-d,Reg,No,-d,1.0
3512,awe,awed,ɔ,ɔd,-d,Reg,No,-d,9.0
3513,hoodwink,hoodwinked,hʊdwɪŋk,hʊdwɪŋkt,-t,Reg,No,-t,2.0
3515,clasp,clasped,klæsp,klæspt,-t,Reg,No,-t,26.0
3516,drawl,drawled,drɔl,drɔld,-d,Reg,No,-d,3.0
3517,instil,instilled,ɪnstɪl,ɪnstɪld,-d,Reg,No,-d,2.0
3518,deny,denied,dɪnaɪ,dɪnaɪd,-d,Reg,No,-d,98.0
3519,amortize,amortized,æmərtaɪz,æmərtaɪzd,-d,Reg,No,-d,1.0
3520,eject,ejected,ɪʤɛkt,ɪʤɛktɪd,-ɪd,Reg,No,-ɪd,7.0
3521,gather,gathered,gæðər,gæðərd,-d,Reg,No,-d,131.0
3522,face,faced,feɪs,feɪst,-t,Reg,No,-t,167.0
3523,pipe,piped,paɪp,paɪpt,-t,Reg,Yes,-t,10.0
3524,gesture,gestured,ʤɛsʧər,ʤɛsʧərd,-d,Reg,No,-d,22.0
3525,rendezvous,rendezvoued,rɑndɪvu,rɑndɪvud,-d,Reg,No,-d,1.0
3526,brew,brewed,bru,brud,-d,Reg,No,-d,7.0
3527,pasteurize,pasteurized,pæsʧəraɪz,pæsʧəraɪzd,-d,Reg,No,-d,6.0
3528,constrain,constrained,kənstreɪn,kənstreɪnd,-d,Reg,No,-d,11.0
3529,outlive,outlived,aʊtlɪv,aʊtlɪvd,-d,Reg,No,-d,4.0
3530,overrate,overrated,oʊvərreɪt,oʊvərreɪtɪd,-ɪd,Reg,No,-ɪd,3.0
3531,thicken,thickened,θɪkən,θɪkənd,-d,Reg,No,-d,9.0
3532,recess,recessed,risɛs,risɛst,-t,Reg,No,-t,2.0
3533,unsettle,unsettled,ənsɛtəl,ənsɛtəld,-d,Reg,No,-d,4.0
3534,careen,careened,kərin,kərind,-d,Reg,No,-d,2.0
3535,bum,bummed,bʌm,bʌmd,-d,Reg,No,-d,1.0
3536,terminate,terminated,tərməneɪt,tərməneɪtɪd,-ɪd,Reg,No,-ɪd,8.0
3537,accustom,accustomed,əkʌstəm,əkʌstəmd,-d,Reg,No,-d,1.0
3538,disport,disported,dɪspɔrt,dɪspɔrtɪd,-ɪd,Reg,No,-ɪd,1.0
3539,dissociate,dissociated,dɪsoʊsieɪt,dɪsoʊsieɪtɪd,-ɪd,Reg,No,-ɪd,2.0
3540,bring,brought,brɪŋ,brɔt,ɪŋ-ɔt,Irreg,Yes,ruckumlaut,892.0
3541,rebuke,rebuked,rɪbjuk,rɪbjukt,-t,Reg,No,-t,7.0
3542,rouge,rouged,ruʒ,ruʒd,-d,Reg,No,-d,3.0
3543,betake,betook,biteɪk,bitʊk,eɪ-ʊ,Irreg,No,vowel change,1.0
3544,utter,uttered,ətər,ətərd,-d,Reg,No,-d,27.0
3545,fear,feared,fɪr,fɪrd,-d,Reg,No,-d,106.0
3546,debate,debated,dəbeɪt,dəbeɪtɪd,-ɪd,Reg,No,-ɪd,18.0
3547,staff,staffed,stæf,stæft,-t,Reg,No,-t,11.0
3548,redirect,redirected,ridərɛkt,ridərɛktɪd,-ɪd,Reg,No,-ɪd,4.0
3549,envy,envied,ɛnvi,ɛnvid,-d,Reg,No,-d,20.0
3550,pause,paused,pɔz,pɔzd,-d,Reg,No,-d,112.0
3551,cavort,cavorted,kəvɔrt,kəvɔrtɪd,-ɪd,Reg,No,-ɪd,1.0
3552,tire,tired,taɪər,taɪərd,-d,Reg,Yes,-d,9.0
3553,dramatize,dramatized,drɑmətaɪz,drɑmətaɪzd,-d,Reg,No,-d,6.0
3554,transfix,transfixed,trænsfɪks,trænsfɪkst,-t,Reg,No,-t,5.0
3555,jar,jarred,ʤɑr,ʤɑrd,-d,Reg,No,-d,4.0
3556,brighten,brightened,braɪtən,braɪtənd,-d,Reg,No,-d,9.0
3557,bug,bugged,bʌg,bʌgd,-d,Reg,No,-d,5.0
3558,prolong,prolonged,prəlɔŋ,prəlɔŋd,-d,Reg,No,-d,5.0
3559,hector,hectored,hɛktər,hɛktərd,-d,Reg,No,-d,1.0
3560,jam,jammed,ʤæm,ʤæmd,-d,Reg,No,-d,30.0
3561,tape,taped,teɪp,teɪpt,-t,Reg,Yes,-t,10.0
3562,rasp,rasped,ræsp,ræspt,-t,Reg,No,-t,2.0
3563,fuel,fuelled,fjuəl,fjuəld,-d,Reg,No,-d,7.0
3564,inhabit,inhabited,ɪnhæbət,ɪnhæbətɪd,-ɪd,Reg,No,-ɪd,24.0
3565,spice,spiced,spaɪs,spaɪst,-t,Reg,No,-t,7.0
3566,flinch,flinched,flɪnʧ,flɪnʧt,-t,Reg,No,-t,9.0
3567,achieve,achieved,əʧiv,əʧivd,-d,Reg,No,-d,208.0
3568,outsell,outsold,aʊtsɛl,aʊtsoʊd,ɛl-oʊd,Irreg,No,vowel change + d,1.0
3569,dodge,dodged,dɑʤ,dɑʤd,-d,Reg,No,-d,5.0
3570,prosecute,prosecuted,prɑsəkjut,prɑsəkjutɪd,-ɪd,Reg,No,-ɪd,13.0
3571,cube,cubed,kjub,kjubd,-d,Reg,No,-d,6.0
3572,handle,handled,hændəl,hændəld,-d,Reg,No,-d,53.0
3573,skimp,skimped,skɪmp,skɪmpt,-t,Reg,No,-t,2.0
3574,starch,starched,stɑrʧ,stɑrʧt,-t,Reg,No,-t,11.0
3576,massacre,massacred,mæsəkər,mæsəkərd,-d,Reg,No,-d,4.0
3577,urinate,urinated,jərəneɪt,jərəneɪtɪd,-ɪd,Reg,No,-ɪd,2.0
3578,rush,rushed,rʌʃ,rʌʃt,-t,Reg,Yes,-t,82.0
3579,bear,bore,bɛr,bɔr,ɛ-ɔ,Irreg,No,vowel change,73.0
3580,accrue,accrued,əkru,əkrud,-d,Reg,No,-d,2.0
3581,beam,beamed,bim,bimd,-d,Reg,No,-d,14.0
3582,mislay,mislaid,mɪsleɪ,mɪsleɪd,-d,Reg,No,-d,6.0
3583,computerize,computerized,kəmpjutəraɪz,kəmpjutəraɪzd,-d,Reg,No,-d,10.0
3584,penetrate,penetrated,pɛnətreɪt,pɛnətreɪtɪd,-ɪd,Reg,No,-ɪd,25.0
3585,wring,wrung,rɪŋ,rʌŋ,ɪ-ʌ,Irreg,No,vowel change,9.0
3586,swindle,swindled,swɪndəl,swɪndəld,-d,Reg,No,-d,1.0
3587,smash,smashed,smæʃ,smæʃt,-t,Reg,No,-t,46.0
3588,dishearten,disheartened,dɪshɑrtən,dɪshɑrtənd,-d,Reg,No,-d,2.0
3589,initial,initialled,ɪnɪʃəl,ɪnɪʃəld,-d,Reg,No,-d,2.0
3590,intoxicate,intoxicated,ɪntɑksəkeɪt,ɪntɑksəkeɪtɪd,-ɪd,Reg,No,-ɪd,5.0
3591,course,coursed,kɔrs,kɔrst,-t,Reg,No,-t,3.0
3592,bisect,bisected,baɪsɛkt,baɪsɛktɪd,-ɪd,Reg,No,-ɪd,2.0
3593,shy,shied,ʃaɪ,ʃaɪd,-d,Reg,No,-d,3.0
3594,misplace,misplaced,mɪspleɪs,mɪspleɪst,-t,Reg,No,-t,8.0
3595,ordain,ordained,ɔrdeɪn,ɔrdeɪnd,-d,Reg,No,-d,13.0
3596,defame,defamed,dɪfeɪm,dɪfeɪmd,-d,Reg,No,-d,1.0
3597,summon,summoned,sʌmən,sʌmənd,-d,Reg,No,-d,40.0
3598,default,defaulted,dɪfɔlt,dɪfɔltɪd,-ɪd,Reg,No,-ɪd,1.0
3599,stuff,stuffed,stʌf,stʌft,-t,Reg,No,-t,57.0
3600,contain,contained,kənteɪn,kənteɪnd,-d,Reg,No,-d,129.0
3601,grab,grabbed,græb,græbd,-d,Reg,Yes,-d,67.0
3602,underscore,underscored,əndərskɔr,əndərskɔrd,-d,Reg,No,-d,1.0
3603,exude,exuded,ɪgzud,ɪgzudɪd,-ɪd,Reg,No,-ɪd,5.0
3604,view,viewed,vju,vjud,-d,Reg,No,-d,46.0
3605,conform,conformed,kənfɔrm,kənfɔrmd,-d,Reg,No,-d,5.0
3606,ebb,ebbed,ɛb,ɛbɪd,-ɪd,Reg,No,-ɪd,2.0
3607,expel,expelled,ɪkspɛl,ɪkspɛld,-d,Reg,No,-d,28.0
3608,smooth,smoothed,smuð,smuðd,-d,Reg,No,-d,15.0
3609,frame,framed,freɪm,freɪmd,-d,Reg,No,-d,31.0
3610,pitch,pitched,pɪʧ,pɪʧt,-t,Reg,No,-t,19.0
3611,orphan,orphaned,ɔrfən,ɔrfənd,-d,Reg,No,-d,4.0
3612,reiterate,reiterated,riɪtəreɪt,riɪtəreɪtɪd,-ɪd,Reg,No,-ɪd,6.0
3613,freeze,froze,friz,froʊz,i-oʊ,Irreg,Yes,vowel change,23.0
3614,dislodge,dislodged,dɪslɑʤ,dɪslɑʤd,-d,Reg,No,-d,5.0
3615,reinforce,reinforced,riɪnfɔrs,riɪnfɔrst,-t,Reg,No,-t,39.0
3616,powder,powdered,paʊdər,paʊdərd,-d,Reg,No,-d,4.0
3617,solder,soldered,sɑdər,sɑdərd,-d,Reg,No,-d,1.0
3618,scrunch,scrunched,skrʌnʧ,skrʌnʧt,-t,Reg,No,-t,1.0
3619,hallow,hallowed,hæloʊ,hæloʊd,-d,Reg,No,-d,4.0
3620,unearth,unearthed,ənərθ,ənərθt,-t,Reg,No,-t,6.0
3621,wire,wired,waɪər,waɪərd,-d,Reg,No,-d,13.0
3622,closet,closeted,klɑzət,klɑzətɪd,-ɪd,Reg,No,-ɪd,3.0
3623,pattern,patterned,pætərn,pætərnd,-d,Reg,No,-d,15.0
3624,thumb,thumbed,θʌm,θʌmd,-d,Reg,No,-d,4.0
3625,tend,tended,tɛnd,tɛndɪd,-ɪd,Reg,No,-ɪd,107.0
3626,state,stated,steɪt,steɪtɪd,-ɪd,Reg,No,-ɪd,97.0
3627,unravel,unravelled,ənrævəl,ənrævəld,-d,Reg,No,-d,3.0
3628,lug,lugged,lʌg,lʌgd,-d,Reg,No,-d,4.0
3629,juggle,juggled,ʤʌgəl,ʤʌgəld,-d,Reg,No,-d,1.0
3630,badger,badgered,bæʤər,bæʤərd,-d,Reg,No,-d,2.0
3631,sabotage,sabotaged,sæbətɑʒ,sæbətɑʒd,-d,Reg,No,-d,3.0
3632,intone,intoned,ɪntoʊn,ɪntoʊnd,-d,Reg,No,-d,8.0
3633,avow,avowed,əvaʊ,əvaʊd,-d,Reg,No,-d,1.0
3634,jot,jotted,ʤɑt,ʤɑtɪd,-ɪd,Reg,No,-ɪd,4.0
3635,splurge,splurged,splərʤ,splərʤd,-d,Reg,No,-d,1.0
3636,demur,demurred,dɪmər,dɪmərd,-d,Reg,No,-d,4.0
3637,sorrow,sorrowed,sɑroʊ,sɑroʊd,-d,Reg,No,-d,1.0
3638,grumble,grumbled,grʌmbəl,grʌmbəld,-d,Reg,Yes,-d,13.0
3639,deliver,delivered,dɪlɪvər,dɪlɪvərd,-d,Reg,No,-d,82.0
3640,interfere,interfered,ɪntərfɪr,ɪntərfɪrd,-d,Reg,No,-d,9.0
3641,foreshadow,foreshadowed,fɔrʃædoʊ,fɔrʃædoʊd,-d,Reg,No,-d,3.0
3642,rope,roped,roʊp,roʊpt,-t,Reg,No,-t,4.0
3643,complicate,complicated,kɑmpləkeɪt,kɑmpləkeɪtɪd,-ɪd,Reg,No,-ɪd,15.0
3644,joggle,joggled,ʤɑgəl,ʤɑgəld,-d,Reg,No,-d,1.0
3645,jog,jogged,ʤɑg,ʤɑgd,-d,Reg,Yes,-d,3.0
3646,group,grouped,grup,grupt,-t,Reg,No,-t,17.0
3647,weary,wearied,wɪri,wɪrid,-d,Reg,No,-d,2.0
3648,suppurate,suppurated,səpjureɪt,səpjureɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3649,monitor,monitored,mɑnətər,mɑnətərd,-d,Reg,No,-d,15.0
3650,exclaim,exclaimed,ɪkskleɪm,ɪkskleɪmd,-d,Reg,Yes,-d,40.0
3651,drum,drummed,drʌm,drʌmd,-d,Reg,No,-d,7.0
3652,sniff,sniffed,snɪf,snɪft,-t,Reg,No,-t,22.0
3653,career,careered,kərɪr,kərɪrd,-d,Reg,No,-d,1.0
3654,joke,joked,ʤoʊk,ʤoʊkt,-t,Reg,No,-t,7.0
3655,equal,equalled,ikwəl,ikwəld,-d,Reg,No,-d,7.0
3656,drug,drugged,drʌg,drʌgd,-d,Reg,No,-d,10.0
3657,popularize,popularized,pɑpjələraɪz,pɑpjələraɪzd,-d,Reg,No,-d,5.0
3658,ruminate,ruminated,rumɪneɪt,rumɪneɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3659,assure,assured,əʃʊr,əʃʊrd,-d,Reg,No,-d,78.0
3660,admit,admitted,ədmɪt,ədmɪtɪd,-ɪd,Reg,No,-ɪd,119.0
3661,spatter,spattered,spætər,spætərd,-d,Reg,No,-d,7.0
3662,flay,flayed,fleɪ,fleɪd,-d,Reg,No,-d,3.0
3663,re-form,re-formed,rifɔrm,rifɔrmd,-d,Reg,No,-d,1.0
3664,tousle,tousled,taʊzəl,taʊzəld,-d,Reg,No,-d,5.0
3665,puff,puffed,pʌf,pʌft,-t,Reg,No,-t,16.0
3666,swallow,swallowed,swɔloʊ,swɔloʊd,-d,Reg,Yes,-d,60.0
3667,propagandize,propagandized,prɑpəgændaɪz,prɑpəgændaɪzd,-d,Reg,No,-d,1.0
3668,hamstring,hamstrung,hæmstrɪŋ,hæmstrʌŋ,ɪ-ʌ,Irreg,No,vowel change,2.0
3669,reconstitute,reconstituted,rikɑnstətut,rikɑnstətutɪd,-ɪd,Reg,No,-ɪd,4.0
3670,vent,vented,vɛnt,vɛntɪd,-ɪd,Reg,No,-ɪd,3.0
3671,christen,christened,krɪsən,krɪsənd,-d,Reg,No,-d,11.0
3672,conclude,concluded,kənklud,kənkludɪd,-ɪd,Reg,No,-ɪd,91.0
3673,wall,walled,wɔl,wɔld,-d,Reg,No,-d,15.0
3674,brook,brooked,brʊk,brʊkt,-t,Reg,No,-t,1.0
3675,immunize,immunized,ɪmjunaɪz,ɪmjunaɪzd,-d,Reg,No,-d,2.0
3676,revamp,revamped,rivæmp,rivæmpt,-t,Reg,No,-t,2.0
3677,walk,walked,wɔk,wɔkt,-t,Reg,Yes,-t,552.0
3678,commend,commended,kəmɛnd,kəmɛndɪd,-ɪd,Reg,No,-ɪd,5.0
3679,subscribe,subscribed,səbskraɪb,səbskraɪbd,-d,Reg,No,-d,8.0
3680,indict,indicted,ɪndaɪt,ɪndaɪtɪd,-ɪd,Reg,No,-ɪd,8.0
3681,laugh,laughed,læf,læft,-t,Reg,Yes,-t,255.0
3682,forbear,forbore,fɔrbɛr,fɔrbɔr,ɛ-ɔ,Irreg,No,vowel change,3.0
3683,respect,respected,rɪspɛkt,rɪspɛktɪd,-ɪd,Reg,No,-ɪd,51.0
3684,beach,beached,biʧ,biʧt,-t,Reg,No,-t,2.0
3685,quit,quitted,kwɪt,kwɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3686,inhale,inhaled,ɪnheɪl,ɪnheɪld,-d,Reg,No,-d,10.0
3687,tread,treaded,trɛd,trɛdɪd,-ɪd,Reg,No,-ɪd,1.0
3688,electrify,electrified,ɪlɛktrəfaɪ,ɪlɛktrəfaɪd,-d,Reg,No,-d,4.0
3689,disintegrate,disintegrated,dɪsɪntəgreɪt,dɪsɪntəgreɪtɪd,-ɪd,Reg,No,-ɪd,10.0
3690,muddy,muddied,mʌdi,mʌdid,-d,Reg,No,-d,2.0
3691,quaver,quavered,kweɪvər,kweɪvərd,-d,Reg,No,-d,2.0
3692,yap,yapped,jæp,jæpt,-t,Reg,No,-t,1.0
3693,quiz,quizzed,kwɪz,kwɪzd,-d,Reg,No,-d,1.0
3694,migrate,migrated,maɪgreɪt,maɪgreɪtɪd,-ɪd,Reg,No,-ɪd,4.0
3695,gaze,gazed,geɪz,geɪzd,-d,Reg,No,-d,54.0
3696,treat,treated,trit,tritɪd,-ɪd,Reg,No,-ɪd,187.0
3697,entitle,entitled,ɪntaɪtəl,ɪntaɪtəlɪd,-ɪd,Reg,No,-ɪd,104.0
3698,recognize,recognized,rɛkəgnaɪz,rɛkəgnaɪzd,-d,Reg,Yes,-d,229.0
3699,curtain,curtained,kərtən,kərtənd,-d,Reg,No,-d,5.0
3700,feather,feathered,fɛðər,fɛðərd,-d,Reg,No,-d,8.0
3701,waste,wasted,weɪst,weɪstɪd,-ɪd,Reg,Yes,-ɪd,61.0
3702,define,defined,dɪfaɪn,dɪfaɪnd,-d,Reg,No,-d,100.0
3703,crisscross,crisscrossed,krɪskrɔs,krɪskrɔst,-t,Reg,No,-t,1.0
3704,oxygenate,oxygenated,ɑksəʤəneɪt,ɑksəʤəneɪtɪd,-ɪd,Reg,No,-ɪd,2.0
3705,assert,asserted,əsərt,əsərtɪd,-ɪd,Reg,No,-ɪd,26.0
3706,snivel,snivelled,snɪvəl,snɪvəld,-d,Reg,No,-d,1.0
3707,tense,tensed,tɛns,tɛnst,-t,Reg,No,-t,9.0
3708,waggle,waggled,wægəl,wægəld,-d,Reg,No,-d,1.0
3709,titter,tittered,tɪtər,tɪtərd,-d,Reg,No,-d,2.0
3710,overturn,overturned,oʊvərtərn,oʊvərtərnd,-d,Reg,No,-d,13.0
3711,volunteer,volunteered,vɑləntɪr,vɑləntɪrd,-d,Reg,No,-d,17.0
3712,veer,veered,vɪr,vɪrd,-d,Reg,No,-d,4.0
3713,sanctify,sanctified,sæŋktəfaɪ,sæŋktəfaɪd,-d,Reg,No,-d,3.0
3714,intimidate,intimidated,ɪntɪmɪdeɪt,ɪntɪmɪdeɪtɪd,-ɪd,Reg,No,-ɪd,10.0
3715,enshrine,enshrined,ɛnʃraɪn,ɛnʃraɪnd,-d,Reg,No,-d,7.0
3716,align,aligned,əlaɪn,əlaɪnd,-d,Reg,No,-d,5.0
3717,ripen,ripened,raɪpən,raɪpənd,-d,Reg,No,-d,4.0
3718,value,valued,vælju,væljud,-d,Reg,No,-d,31.0
3719,harden,hardened,hɑrdən,hɑrdənd,-d,Reg,No,-d,18.0
3720,trundle,trundled,trʌndəl,trʌndəld,-d,Reg,No,-d,4.0
3721,disorganize,disorganized,dɪsɔrgənaɪz,dɪsɔrgənaɪzd,-d,Reg,No,-d,7.0
3722,scatter,scattered,skætər,skætərd,-d,Reg,No,-d,39.0
3723,ensconce,ensconced,ɪnskɑns,ɪnskɑnst,-t,Reg,No,-t,4.0
3724,maul,mauled,mɔl,mɔld,-d,Reg,No,-d,1.0
3725,rename,renamed,rineɪm,rineɪmd,-d,Reg,No,-d,7.0
3726,permeate,permeated,pərmieɪt,pərmieɪtɪd,-ɪd,Reg,No,-ɪd,5.0
3727,layer,layered,leɪər,leɪərd,-d,Reg,No,-d,4.0
3728,bicker,bickered,bɪkər,bɪkərd,-d,Reg,No,-d,1.0
3729,apprehend,apprehended,æprɪhɛnd,æprɪhɛndɪd,-ɪd,Reg,No,-ɪd,4.0
3730,dissent,dissented,dɪsɛnt,dɪsɛntɪd,-ɪd,Reg,No,-ɪd,1.0
3731,disapprove,disapproved,dɪsəpruv,dɪsəpruvd,-d,Reg,No,-d,14.0
3732,surface,surfaced,sərfəs,sərfəst,-t,Reg,No,-t,8.0
3733,hearten,heartened,hɑrtən,hɑrtənd,-d,Reg,No,-d,2.0
3734,partner,partnered,pɑrtnər,pɑrtnərd,-d,Reg,No,-d,1.0
3735,thud,thudded,θʌd,θʌdɪd,-ɪd,Reg,No,-ɪd,3.0
3736,halt,halted,hɔlt,hɔltɪd,-ɪd,Reg,No,-ɪd,27.0
3737,portray,portrayed,pɔrtreɪ,pɔrtreɪd,-d,Reg,No,-d,19.0
3738,whirl,whirled,wərl,wərld,-d,Reg,Yes,-d,13.0
3739,hound,hounded,haʊnd,haʊndɪd,-ɪd,Reg,No,-ɪd,5.0
3740,dilate,dilated,daɪleɪt,daɪleɪtɪd,-ɪd,Reg,No,-ɪd,5.0
3741,balloon,ballooned,bəlun,bəlund,-d,Reg,No,-d,1.0
3742,cross,crossed,krɔs,krɔst,-t,Reg,Yes,-t,155.0
3743,unite,united,junaɪt,junaɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3744,slobber,slobbered,slɑbər,slɑbərd,-d,Reg,No,-d,1.0
3745,flour,floured,flaʊər,flaʊərd,-d,Reg,No,-d,3.0
3746,inch,inched,ɪnʧ,ɪnʧt,-t,Reg,No,-t,4.0
3747,cream,creamed,krim,krimd,-d,Reg,No,-d,5.0
3748,infer,inferred,ɪnfər,ɪnfərd,-d,Reg,No,-d,5.0
3749,disorient,disoriented,dɪsɔriɛnt,dɪsɔriɛntɪd,-ɪd,Reg,No,-ɪd,3.0
3750,whirr,whirred,wər,wərd,-d,Reg,No,-d,2.0
3751,tighten,tightened,taɪtən,taɪtənd,-d,Reg,No,-d,26.0
3752,fur,furred,fər,fərd,-d,Reg,No,-d,3.0
3753,balk,balked,bɔk,bɔkt,-t,Reg,No,-t,4.0
3754,absorb,absorbed,əbzɔrb,əbzɔrbd,-d,Reg,No,-d,71.0
3755,proscribe,proscribed,proʊskraɪb,proʊskraɪbd,-d,Reg,No,-d,2.0
3756,drink,drank,drɪŋk,dræŋk,ɪ-æ,Irreg,No,vowel change,155.0
3757,disagree,disagreed,dɪsəgri,dɪsəgrid,-d,Reg,No,-d,12.0
3758,effect,effected,ifɛkt,ifɛktɪd,-ɪd,Reg,No,-ɪd,10.0
3759,disconnect,disconnected,dɪskənɛkt,dɪskənɛktɪd,-ɪd,Reg,No,-ɪd,4.0
3760,muddle,muddled,mʌdəl,mʌdəld,-d,Reg,No,-d,14.0
3761,spew,spewed,spju,spjud,-d,Reg,No,-d,3.0
3762,dust,dusted,dʌst,dʌstɪd,-ɪd,Reg,Yes,-ɪd,11.0
3763,pedal,pedalled,pɛdəl,pɛdəld,-d,Reg,No,-d,3.0
3764,opine,opined,oʊpaɪn,oʊpaɪnd,-d,Reg,No,-d,2.0
3765,lobby,lobbied,lɑbi,lɑbid,-d,Reg,No,-d,3.0
3766,expand,expanded,ɪkspænd,ɪkspændɪd,-ɪd,Reg,No,-ɪd,48.0
3767,insure,insured,ɪnʃʊr,ɪnʃʊrd,-d,Reg,No,-d,6.0
3768,retard,retarded,rɪtɑrd,rɪtɑrdɪd,-ɪd,Reg,No,-ɪd,1.0
3769,dislocate,dislocated,dɪsloʊkeɪt,dɪsloʊkeɪtɪd,-ɪd,Reg,No,-ɪd,3.0
3770,weld,welded,wɛld,wɛldɪd,-ɪd,Reg,No,-ɪd,6.0
3771,fascinate,fascinated,fæsəneɪt,fæsəneɪtɪd,-ɪd,Reg,No,-ɪd,51.0
3772,intercede,interceded,ɪntərsid,ɪntərsidɪd,-ɪd,Reg,No,-ɪd,1.0
3773,lunch,lunched,lʌnʧ,lʌnʧt,-t,Reg,No,-t,4.0
3774,glower,glowered,glaʊər,glaʊərd,-d,Reg,No,-d,6.0
